galaxy_name,n_data_points,f_disk,f_disk_error,rho_c_Msun_kpc3,rho_c_error,r_c_kpc,r_c_error,chi_squared,chi_squared_reduced,degrees_of_freedom,soliton_mass_5rc_Msun,virial_mass_estimate_Msun,virial_radius_estimate_kpc,used_phonon_term,error_floor_fraction
ESO444-G084,7,1.8006462817231137,0.3668102955769734,57135461.304231,34071657.765416756,1.4613619545908298,0.6800475964812176,0.596863075560203,0.14921576889005075,4,8126219658.361725,4459777008.07419,33.96187773656889,True,0.05
ESO563-G021,30,0.3113883468932544,0.14191140408992003,110011858.18417457,20470063.714546114,4.61683952536714,0.39365294104967463,73.20662942921732,2.711356645526567,27,493381962146.14545,1122314493956.4207,214.41681303534716,True,0.05
F561-1,6,0.10000000000000002,6.7530710302628885,37637480.62512087,51348977.74097948,1.0799797330479273,0.9863568553476538,0.9306152567939672,0.31020508559798904,3,2160612036.0216646,6437297203.0390005,38.381490225240256,True,0.05
F563-1,17,0.10000000004596815,47.481903197821815,59794455.78735642,189884011.84130263,2.0587507205353237,3.0453637740369968,7.24741782938511,0.5176727020989365,14,23778345850.498688,60243652792.733246,80.88309198789905,True,0.05
F563-V1,6,0.9382937404636349,0.9315203173433872,17481773.19193872,2324702509.674952,0.22005876926262238,17.503882391003366,0.763148240449895,0.2543827468166317,3,8490063.724485673,1701416694.966343,24.631500903857592,True,0.05
F563-V2,10,1.9803297968561533,8.137057521688353,21403433.185066864,813174627.0899135,3.118535788936891,65.82105544459104,0.6663276074171326,0.09518965820244751,7,29583194445.093445,34373088317.28948,67.08521728117896,True,0.05
F565-V2,7,0.10000000000000552,52.9347940455938,20225026.896911096,48119407.9499029,3.209441255101471,4.126014387792067,0.22093597753225422,0.055233994383063555,4,30471008605.895157,14289112628.128773,50.0674799489659,True,0.05
F567-2,5,1.121500039661526,5.399427839053826,4441449.945669271,186083780.79157954,2.5388339462667244,47.647221958978776,0.8252078897550335,0.4126039448775167,2,3312356641.2742815,6623120952.407301,38.747308587684785,True,0.05
F568-1,12,0.10000000000016405,19.618282851406562,88986899.02557452,124203417.58540322,2.2206834678351823,1.209054633193238,0.9562593568154055,0.10625103964615618,9,44411503973.235176,62748873628.65713,81.98906949600658,True,0.05
F568-3,18,0.10000000000000131,13.104014368373603,25541479.32982465,44558158.853845805,3.5831503301632033,2.6931824950597893,10.766267160770331,0.7177511440513554,15,53548901310.09326,60262468830.513336,80.89151191168887,True,0.05
F568-V1,15,1.5477400272690833,1.0521260474721348,59051157.79207181,131676913.26788037,1.88148708797509,1.752814865514881,0.8522462633449934,0.07102052194541612,12,17924273960.89236,55166637529.16541,78.54396431405604,True,0.05
F571-8,13,0.3609433677131829,0.05965553980260501,44540716.19792053,11152057.097974557,3.625679253112118,0.6790857983474607,2.511832533084183,0.2511832533084183,10,96746390245.97327,80527513413.8362,89.09816144280538,True,0.05
F571-V1,7,0.7269228372487171,4.165329323656575,16207888.209021328,79671366.69827673,3.19701168266942,8.341167097249796,0.2911031428584491,0.07277578571461228,4,24136179767.881657,23174844859.948544,58.824682429084305,True,0.05
F574-1,14,0.10000000000000045,12.976404010395457,72237304.25952135,120315297.17260326,1.7692927283347477,1.017811087505442,1.6601241335049695,0.15092037577317904,11,18233499851.84537,31322738524.387737,65.03900488354458,True,0.05
F574-2,5,0.10000000000000103,12.617594271419925,2060110.9783617323,16474106.017850278,3.6278878974067137,11.373312855977227,0.09960633087634513,0.049803165438172564,2,4482926539.462581,4179433085.8004355,33.23480269980695,True,0.05
F583-1,25,0.2997888107842488,2.5802193293221865,26509928.591145862,15440125.201123934,2.5650427563581086,0.7759915411954016,5.694164560432174,0.2588256618378261,22,20389276406.17214,33700601436.839245,66.64484004689803,True,0.05
F583-4,12,0.1000000000000717,11.541816328042248,75535169.10985045,110105499.06866165,1.132925660498093,0.4183415077552526,1.8320498399475214,0.20356109332750238,9,5005677615.52099,7347763495.070431,40.11182012786721,True,0.05
IC2574,34,0.7976019434225878,0.13628359659079353,3851926.072808215,944362.4936684538,6.444130304558498,1.6186268900903116,14.194087147452162,0.45787377895006975,31,46976462910.44789,10123070631.302006,44.6332044734352,True,0.05
IC4202,32,0.10000000000000003,0.1856820581525173,219696641.48529556,40303448.41965794,2.574087715677512,0.2475993178326425,59.06080465836034,2.0365794709779426,29,170766577087.03854,428332167083.9588,155.53001346200375,True,0.05
KK98-251,15,0.10000000000001544,22.636434880437502,12530721.154896729,22041179.55658357,2.017683771445225,2.127300318668343,2.2737671335897414,0.18948059446581178,12,4690777117.330703,937089905.9201319,20.190530623331053,True,0.05
NGC0024,29,1.4391336755158788,0.04195339325552923,6944895.599285847,4576863.495681142,8.825268709871294,7.518396096117379,7.36143331347235,0.2831320505181673,26,217549937861.83792,32037040198.011353,65.52968920024038,True,0.05
NGC0055,21,0.3898479206321945,0.4878200758837839,15794754.518911988,7741396.184943373,3.338254527338862,0.8918131237417134,2.0441285860650824,0.11356269922583791,18,26778154928.748955,24696835698.61739,60.08523308838917,True,0.05
NGC0100,21,0.5270320904938932,1.3889475753575649,35827978.63324898,92574847.1702429,2.3499677933980436,3.333408692866898,0.8595004714432358,0.04775002619129088,18,21189341808.244694,18186949646.779198,54.25926846710236,True,0.05
NGC0247,26,0.10000000000054328,6.593573227983928,67088223.95393773,39761269.652569786,1.7000055328261179,0.15007477190534207,11.99104245467055,0.5213496719421978,23,15021272638.838442,33090926629.900734,66.2405031073356,True,0.05
NGC0289,28,0.7779283546598327,0.09824246535162579,23798870.837194256,31358248.38892998,4.366233022831229,3.0349324962831936,14.474276308440253,0.5789710523376101,25,90278952497.32138,458820991676.93524,159.13598838247597,True,0.05
NGC0300,25,0.4984906193432487,1.0779365938612508,69543951.1278303,91815518.48567288,1.6443236344573797,1.0389568815962305,4.402826074008981,0.20012845790949915,22,14090638988.50311,24457998115.722965,59.89091504307931,True,0.05
